name__text,description__text,id,url,Start date,Start time,End date,End time,summary,logo_id,organizer_id,venue_id,category_id,resource_uri,logo__url
"Bruised: Art Action and Ecology - Urban Farming, Local Action","Join the conversation about urban farming and local action. How can you become self sufficient with food if you live in the middle of a large city? What actions can you make that will create change for the better? Bjorn Low, co-founder of Edible Garden City, an urban farming social enterprise in Singapore, joins Dr Alban Mannisi, Landscape Urbanist and senior academic, RMIT, to discuss becoming self sufficient within the limitations. This conversation is part of RMIT Gallery's Bruised: Art Action and Ecology in Asia exhibition, which examines how artists are using creative actions to open discussions around food sustainability and production, environmental catastrophes and human migration in our region.  Bjorn Low is part of a growing urban farming scene. Edible Garden City makes use of under-utilised spaces in Singapore, where the land used for agriculture makes up less than one per cent of the total land area. Bjorn and his team have built gardens on the rooftops of buildings around the city. They are sharing the ideology of a movement building a sustainable urban farming industry in Singapore. Bruised: Art Action and Ecology in Asiaÿis part of the of ART+CLIMATE=CHANGE 2019 23 April?19 May, a socially-engaged festival of exhibitions, theatre works, keynote lectures, events and artist talks considering climate change impacts and the challenges and opportunities arising from climate change. For more information: www.artclimatechange.org Image: #dogfennel, courtesy of Edible Garden City website:ÿwww.ediblegardencity.com  ",59368692357,https://www.eventbrite.com.au/e/bruised-art-action-and-ecology-urban-farming-local-action-tickets-59368692357?aff=ebapi,5/28/2019,12:30 PM,5/28/2019,1:30 PM,Join the conversation about urban farming and local action. How can you become self sufficient with food if you live in the middle of a larg,59119851,7969362755,24742068,117,https://www.eventbriteapi.com/v3/events/59368692357/,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F59119851%2F136459590091%2F1%2Foriginal.20190326-053521?h=200&w=450&auto=compress&rect=0%2C0%2C640%2C320&s=c91f2bf82261ec624c981605fac0bcfa
Meet the Author: Melissa Fagan - Strathpine Library,"For all who know Brisbane, McWhirters, a once celebrated department store in Fortitude Valley, is an icon.ÿÿ For Melissa Fagan, it is also the starting point for this remarkable exploration of her mother and grandmother?s lives, and a poignant reminder of the ways in which retail stores and fashion have connected women?s lives across decades. Behind the dusty shop counters of an Art Deco treasure, Fagan discovers both what has been lost and continues to shine. Melissa will be signing copies of her book What Will Be Worn: A McWhirters Story, after her talk. Buy a book at the event or bring your own copy along to be signed. This event is presented in partnership with Transit Lounge and QBD Books.ÿFree. Registration essential. More information >>ÿhttps://www.moretonbay.qld.gov.au/libraries/Events/Meet-The-Author/Meet-The-Author-Melissa-Fagan-ST Reserve the bookÿWhat Will Be Worn now >>ÿhttp://bit.ly/2Pgbz5u   Access for people with disabilities If you have any access requirements in order to participate in this event please notify us so we can contact you to discuss your requirements further:ÿlibraries@moretonbay.qld.gov.au, your local library orÿ3205 0555. ÿ Parent/Guardian supervision Adults are required to stay in the library while children under 12 attend library programs. Young people aged 12 and up can attend library programs unsupervised. ÿ  Photography Permission Council may film, record or photograph events for use in marketing and communications. If you do not wish to be filmed, recorded or photographed please advise staff when you arrive. CheckÿPhotography Permission Terms and Conditionsÿbefore proceeding.  Library membership is FREE. Support our libraries byÿbecoming a member! Ask at any of our 10 libraries or join online.  EVENT TIPS:  Use the Eventbrite app to store your ticket and add a reminder to your calendar.  Cancel your ticket onlineÿorÿcontact usÿif you are unable to attend.  Arrive promptly, with your ticket handy, printed or on your mobile. Allow plenty of time for travel and parking. Find information about our library locations, parking, and access atÿhttps://www.moretonbay.qld.gov.au/libraries/Locations   If you have not arrived by the start of the session, your ticket may be transferred to another attendee.   >>ÿFind more library events and workshops        ",60558123979,https://www.eventbrite.com.au/e/meet-the-author-melissa-fagan-strathpine-library-registration-60558123979?aff=ebapi,5/28/2019,10:00 AM,5/28/2019,11:00 AM,"For all who know Brisbane, McWhirters, a once celebrated department store in Fortitude Valley, is an icon.ÿÿ For Melissa Fagan, it is also t",60588425,10771695726,31614572,117,https://www.eventbriteapi.com/v3/events/60558123979/,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F60588425%2F175653860817%2F1%2Foriginal.20190418-012328?h=200&w=450&auto=compress&rect=0%2C0%2C2160%2C1080&s=e249ee9eecda6d2be6364c7c16ec5e70
iBuild Melbourne Display Open For Inspection Event 26 May 2019,"Interested in seeing a kit or modular home in person? Come to iBuild?s Open for Inspection event to see one for yourself.  Building a new home can be a stressful and confusing task. Come along to our Open for Inspection event to learn more about iBuild?s kit and modular homes. The event will begin with a 30-minute presentation, which will give you an insight into the building process as well as valuable tips to help you save thousands of dollars. After the presentation, you?ll be given an opportunity to tour a display home, located near iBuild?s Head Office. If you have any questions, optional private consultations with our experienced iBuild staff will also be available at the end of the event.ÿ EVENT DETAILS: Time: 2pm sharp (please arrive on time) Place: iBuild Head Office, Eastern Innovation Business Centre, 5A Hartnett Cl, Mulgrave, 3170 NOTE: Please check in at the rear entrance of the Eastern Innovation Business Centre (green building). Free visitors parking is available at the rear of the building.  ÿ Check out the video below to see what to expect:ÿ  ÿLimited places available. Book now. NOTE: To make the most out of the event, please bring a copy of a completed Form CR1ÿor alternatively, email us at info@i-build.com.au. If you need help completing this form, please do not hesitate to see one of our team members at this event.  ÿ ",61218059865,https://www.eventbrite.com.au/e/ibuild-melbourne-display-open-for-inspection-event-26-may-2019-tickets-61218059865?aff=ebapi,5/26/2019,2:00 PM,5/26/2019,2:30 PM,Interested in seeing a kit or modular home in person? Come to iBuild?s Open for Inspection event to see one for yourself.  Building a new ho,61554648,7880305689,31900145,117,https://www.eventbriteapi.com/v3/events/61218059865/,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F61554648%2F133163676070%2F1%2Foriginal.jpg?h=200&w=450&auto=compress&rect=0%2C314%2C3264%2C1632&s=e0c875c7ab9651496f7b09c7716b8ea4
Metricon BuildSmart Series : First Time Builder,"YOUR NEW HOME BUILDING JOURNEY EXPLAINED If you haven't built before and you're not quite sure where to start, come along to our First Time Builder session and get all the tips and advice from Australia's leading residential home builder  Hear from our team of experts who will explain all the steps involved from choosing your new home design and paying your initial deposit through to being handed the keys to your new home. Learn how, throughout the journey, you will receive the attention of specialised individuals dedicated to building your new home. Meet a Metricon client who has recently built their dream home and listen as they share their exciting building journey. Take the opportunity for a ?sneak peek? at Metricon?s leading selection centre, Studio M. Emily Osmond, founder & editor of the interiors blog""getinmyhome"" will be our guest host for the session Enjoy refreshments while asking questions of our experienced team and speakers.  Places are limited so register now to reserve your space. For further information please contact us on 1300 786 773 ",60558918355,https://www.eventbrite.com.au/e/metricon-buildsmart-series-first-time-builder-tickets-60558918355?aff=ebapi,5/25/2019,10:00 AM,5/25/2019,12:00 PM,"YOUR NEW HOME BUILDING JOURNEY EXPLAINED If you haven't built before and you're not quite sure where to start, come along to our First Time",60588863,1453711242,31816647,117,https://www.eventbriteapi.com/v3/events/60558918355/,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F60588863%2F19907179586%2F1%2Foriginal.jpg?h=200&w=450&auto=compress&rect=0%2C0%2C2160%2C1080&s=6a33a6b2d8449a0d887e3f4b193f5b15
2019 Australian Property Expo - Melbourne (FREE ENTRY),"Australian Property Expo is your destination to amazing deals, expert?s advice of 30+ Panel Discussions & Investment Seminars and exclusive offers from 100+ best developers. All in one place.ÿ 2019 Australian Property Expo - MelbourneMay 25th Sat - 26th Sun (10am - 5pm)Melbourne Convention & Exhibition Centre, Hall 5 & 6Register for FREE ENTRY The 21st Australian Property Expo, organised by First Media, will be staged at the Melbourne Convention & Exhibition Centre on May 25th Sat - 26th Sun. It promises to be the largest and most complex property Expo that the VIC has ever seen, focusing on some of the major developments locally from Melbourne and interstate (Sydney, Brisbane & Gold Coast, Adelaide, Perth) and international developments from Southeast Asia such as Indonisia, Philipines, Dubai developments and UK developments to the expo.  The 30+ investment seminarsÿof high profile speakers have been seen on TV to talk on Property advice topics and draw eager investorsÿare uniquely positioned to offer exceptional engagement opportunities with investors and buyers in real estate industry. ÿ  Diamond Sponsors:Mayland Property Major Sponsors:H&T, Ironfish Melbourne, Jinding Group, R&F Group, Poly Group Sponsors & Exhibitors: Savills, AZ Invest, Lendlease, Lechte Corporation, Bensons Property, Bank of China, Earl.St, ANGLE, ÿAust-China Group, The Double View Mansions Bali, Augment Group, Langdon Building, Dealcorp, GAO Real Estate, Ascend International Group, Origin Square Property Consulting, Holliez Property Group, Auspath Real Estate, World Class Global, Sifang Real Estate, Dream LOT, Only Capital Australia, Bendigo Bank, Aussie Home Loans, Radius Property Group, ALLIANCE INVESTMENTS, ARE Property, Eco World International, Award Mortgage, Grandsky Group, HSBC, Gem Realty, Jili Real Estate, Land Capital Group, Cindy Tang & Associates, BMT Tax Depreciation, Aetos Capital Group, Apex Investment Alliance, Binks & Associates, AVENUE FIVE Projects, GMT Markets, R Realty, Wealth For Life, Goldmate Group, Golden Water Real Estate, UHomes, Conveyancing Lab, Jim's Building Inspection, dFENCE ePOD, RAM International, Go Markets, RE Tradie, Backyard Buyers, Prospect, Australia 108 and may more  Special invite of Guest speakers: Dr. Andrew Wilson, Renowned Chief Economist of My Housing Market (Former Domain Chief Economist) Anthony Peluso, Founder of Wealth for Life, Passionate Property Developer, Public Speaker, Philanthropist, Entrepreneur, Investor, Author and teach to Thousands of Australians Adam Parker, Town Planning Group Jason Colbey, Senior Manager of BMT Tax Depreciation Sam Parsons, Senior Executive of Avenue Five Projects Hema Ramoo, Director of Ram International More Speakers will be announce soon??  Speakers will talk on the Melbourne and interstate and international Property & Investment Outlook. The benefits of the local region, current property market, new projects, investment opportunities, future trends of the property market and key issues impacting on the sector will be discussed.ÿ  21th Australian Property Expo, 100+ booths, 80+ Exhibitors, 1000+ homes, 30+ Investment Seminars Huge Incentives and giveaways from varies developers when contracts signed at the expo (2-day expo only): - including discounts with rental guarantee- free furniture and appliances- upgrades to fixtures- significant stamp duty concessions, etcExpo includes: ~ Melbourne Developments, Projects, Townhouses, House & Land Packages;~ Developments from interstate ~ International developments from Indonisa, Philipines, Dubai and UK etc ~ Include well-known Fengshui Masters Seminars on both days~ 30+ free investment seminars from high profile speakers, schedule & speakers will be announced soon......~ Lucky draws by exhibitors, including iPhone, Ipad, holiday trips and luxury cars weekend away, etc.~ $50,000+ Free Gifts and much more surprises?.~ Free gifts and much more surprises will be coming soon??aupropertyexpo.com0424 681 888",45007932939,https://www.eventbrite.com.au/e/2019-australian-property-expo-melbourne-free-entry-tickets-45007932939?aff=ebapi,5/25/2019,10:00 AM,5/26/2019,5:00 PM,"Australian Property Expo is your destination to amazing deals, expert?s advice of 30+ Panel Discussions & Investment Seminars and exclusive",52382472,11078748152,31855291,117,https://www.eventbriteapi.com/v3/events/45007932939/,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F52382472%2F227119284507%2F1%2Foriginal.jpg?h=200&w=450&auto=compress&rect=0%2C229%2C3680%2C1840&s=b32f27172772f96a17d863156dddbea5
Attracting Insects to your garden,Keen for more bugs in your backyard?  Find out how?,60233804932,https://www.eventbrite.com.au/e/attracting-insects-to-your-garden-tickets-60233804932?aff=ebapi,5/23/2019,7:00 PM,5/23/2019,8:00 PM,Keen for more bugs in your backyard?  Find out how?,60187064,5774470310,31478195,117,https://www.eventbriteapi.com/v3/events/60233804932/,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F60187064%2F84064311664%2F1%2Foriginal.20190411-031338?h=200&w=450&auto=compress&rect=0%2C54%2C1096%2C548&s=ba568390cb6755262519e302c959d109
Renovator's Workshop,"Are youÿa resident of Banyule?ÿAre you planning a renovation or a new house? Come along to this workshop and find out some of the simple things that make a lot of sense to ensure your new build or renovation is as energy efficient as possible. You can learn a little jargon to help you hold your own with planners and architects, as well as lots of tips and advice if you are planning your renovations yourself. The Positive Charge expert will offer advise on: - Window placement- Insulation- Use of passive heating and cooling- Lighting (natural and installed)- Heating and cooling- General energy efficiency- Creating an all-electric, zero emissions home And more! For more information contact Positive Charge on 1300 23 68 55. Positive Charge is a program of the Moreland Energy Foundation and supported by City of Banyule.",55945261784,https://www.eventbrite.com.au/e/renovators-workshop-tickets-55945261784?aff=ebapi,5/23/2019,6:30 PM,5/23/2019,8:00 PM,Are youÿa resident of Banyule?ÿAre you planning a renovation or a new house? Come along to this workshop and find out some of the simple thi,56247387,11401889417,29341107,117,https://www.eventbriteapi.com/v3/events/55945261784/,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F56247387%2F83441569773%2F1%2Foriginal.jpg?h=200&w=450&auto=compress&rect=0%2C99%2C620%2C310&s=0a7781d7cc81f27a383c8985d100d533
National Simultaneous Storytime,National Simultaneous Storytime is an annual campaignÿthat aims to encourage young Australians to read andenjoy books and to promote the value of reading andÿliteracy using an Australian children?s book. Join us for aÿvibrant and fun event featuring the reading of Alpacasÿwith Maracas. Check your local library for times. Registration is not required.   ,59033806705,https://www.eventbrite.com.au/e/national-simultaneous-storytime-registration-59033806705?aff=ebapi,5/22/2019,11:00 AM,5/22/2019,12:00 PM,National Simultaneous Storytime is an annual campaignÿthat aims to encourage young Australians to read andenjoy books and to promote the val,58720367,368932576,17799842,117,https://www.eventbriteapi.com/v3/events/59033806705/,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F58720367%2F2947365139%2F1%2Foriginal.20190319-053120?h=200&w=450&auto=compress&rect=0%2C0%2C2160%2C1080&s=937bf0ea08f16550c560ee9886aa1be3
Victorian Energy Compare Public Information Session - Melbourne CBD,Need help with claiming the $50 Power Saving Bonus?,59560813998,https://www.eventbrite.com.au/e/victorian-energy-compare-public-information-session-melbourne-cbd-tickets-59560813998?aff=ebapi,5/21/2019,10:00 AM,5/21/2019,11:30 AM,Need help with claiming the $50 Power Saving Bonus?,59322970,19322656366,31200016,117,https://www.eventbriteapi.com/v3/events/59560813998/,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F59322970%2F295663281175%2F1%2Foriginal.20190328-235052?h=200&w=450&auto=compress&rect=0%2C14%2C1200%2C600&s=f6e8bfbe3b58d6c80c074e3fcfde64c1
Mega Indoor Plant + Pot Warehouse Sale - Pop Up Shop,"Come and check out our amazing collection of on-trend indoor plants at our new venue! Here at My Jungle Home we have hundreds of plants and pots to choose from. All our plants are lush and super healthy and we are always on the hunt to bring you something different.We are open:Saturday 9am - 4pmSunday 11am - 3pmFor all our top picks and great offers follow our Facebook page 'My Jungle Home'. We will also be on the hunt for rare plants and will post details.All your favourites will be available like Monstera Deliciosa, Fiddle Leaf Figs, Calathea's, Devils Ivy's, Ferns, Palms, Rubber Plants, Peace Lily's, various Philodendron's, Mother in Law Tongues, Rhipsalis, Hoyas and much much more. Please help spread the word by sharing this event with anyone you know who might be interested.Creditcards will be accepted on the day.Plenty of on-street parking available.Kids and pet are welcome.Please bring a box on the day to help carry your babies home.",61420722033,https://www.eventbrite.com/e/mega-indoor-plant-pot-warehouse-sale-pop-up-shop-tickets-61420722033?aff=ebapi,5/18/2019,9:00 AM,5/19/2019,3:00 PM,Come and check out our amazing collection of on-trend indoor plants at our new venue! Here at My Jungle Home we have hundreds of plants and,61747429,17275526066,32009743,117,https://www.eventbriteapi.com/v3/events/61420722033/,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F61747429%2F255050023588%2F1%2Foriginal.20190506-114026?h=200&w=450&auto=compress&rect=47%2C0%2C1548%2C774&s=7e452df135d78f8338e88846accd5e32
Managing your money,"It is never too late toÿorganise your finances toÿmeet your expenses. TheÿAustralian Government?sDepartment of HumanÿServices FinancialÿInformation Service willÿdiscuss how to budget andÿsave, manage your debts, plan for the future andÿprotect your assets.Registrations essential.    ",57672210133,https://www.eventbrite.com.au/e/managing-your-money-registration-57672210133?aff=ebapi,5/13/2019,6:00 PM,5/13/2019,8:00 PM,It is never too late toÿorganise your finances toÿmeet your expenses. TheÿAustralian Government?sDepartment of HumanÿServices FinancialÿInfo,58991616,368932576,17799842,117,https://www.eventbriteapi.com/v3/events/57672210133/,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F58991616%2F2947365139%2F1%2Foriginal.20190323-052902?h=200&w=450&auto=compress&rect=0%2C60%2C1920%2C960&s=e3cf3e562489e70bf430e333841674fd
iBuild Melbourne Display Open For Inspection Event 12 May 2019,"Interested in seeing a kit or modular home in person? Come to iBuild?s Open for Inspection event to see one for yourself.  Building a new home can be a stressful and confusing task. Come along to our Open for Inspection event to learn more about iBuild?s kit and modular homes. The event will begin with a 30-minute presentation, which will give you an insight into the building process as well as valuable tips to help you save thousands of dollars. After the presentation, you?ll be given an opportunity to tour a display home, located near iBuild?s Head Office. If you have any questions, optional private consultations with our experienced iBuild staff will also be available at the end of the event.ÿ EVENT DETAILS: Time: 2pm sharp (please arrive on time) Place: iBuild Head Office, Eastern Innovation Business Centre, 5A Hartnett Cl, Mulgrave, 3170 NOTE: Please check in at the rear entrance of the Eastern Innovation Business Centre (green building). Free visitors parking is available at the rear of the building.  ÿ Check out the video below to see what to expect:ÿ  ÿLimited places available. Book now. NOTE: To make the most out of the event, please bring a copy of a completed Form CR1ÿor alternatively, email us at info@i-build.com.au. If you need help completing this form, please do not hesitate to see one of our team members at this event.  ÿ ",60558279444,https://www.eventbrite.com.au/e/ibuild-melbourne-display-open-for-inspection-event-12-may-2019-tickets-60558279444?aff=ebapi,5/12/2019,2:00 PM,5/12/2019,2:30 PM,Interested in seeing a kit or modular home in person? Come to iBuild?s Open for Inspection event to see one for yourself.  Building a new ho,60588300,7880305689,20803513,117,https://www.eventbriteapi.com/v3/events/60558279444/,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F60588300%2F133163676070%2F1%2Foriginal.jpg?h=200&w=450&auto=compress&rect=0%2C314%2C3264%2C1632&s=c0b1e4c8524bc599dd6db242f5bab02e
Permablitz Altona! (edible garden working bee),"Join us as we transform this Altona backyard into a productive permaculture garden! This hands-on event will include mini-workshops, a delicious lunch and plenty of festivities. Attendance at this event will also count towards having aÿPermablitzÿat your place!  Please note: as the venue is a residential address location details will be only provided after booking is completed.ÿ This is a free event but bookings are essential.ÿPlease feel free to bring any surplus produce, seeds, cuttings, plants, gardening magazines etc to swap and share!",53673010419,https://www.eventbrite.com.au/e/permablitz-altona-edible-garden-working-bee-tickets-53673010419?aff=ebapi,5/11/2019,10:00 AM,5/11/2019,4:00 PM,"Join us as we transform this Altona backyard into a productive permaculture garden! This hands-on event will include mini-workshops, a delic",53901244,1889674773,28326652,117,https://www.eventbriteapi.com/v3/events/53673010419/,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F53901244%2F26672788639%2F1%2Foriginal.20181213-032715?h=200&w=450&auto=compress&rect=0%2C143%2C2000%2C1000&s=94e7ab6d18ff7cbd278b2a116bc6e12d
Composting Masterclass,"Want to learn the top tips and tricks for creating great compost? Make the most out of your food waste and learn how to reduce your landfill while enriching your garden through our composting masterclass! Learn the science of how teaming up with worms and microbes turns waste into topsoil - the cornerstone of organic gardening! This masterclass includes all you?ll need to know about successful composting, including hands-on demonstrations and tips on maintaining a worm farm. Suitable for adults and older children.",61086812300,https://www.eventbrite.com.au/e/composting-masterclass-tickets-61086812300?aff=ebapi,5/11/2019,10:00 AM,5/11/2019,12:00 PM,Want to learn the top tips and tricks for creating great compost? Make the most out of your food waste and learn how to reduce your landfill,61409820,15350806686,31815930,117,https://www.eventbriteapi.com/v3/events/61086812300/,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F61409820%2F229924313217%2F1%2Foriginal.20190430-060320?h=200&w=450&auto=compress&rect=0%2C0%2C636%2C318&s=3252a52d825999c6311c9f67e3af590f
Huge Indoor Pink Plant Party! - Melbourne,"The time has arrived... We can't wait any longer. We have decided to throw a Pink Plant Party and you're all invited!  The focus will be to find as many pink, red and purple plants as we can find! We will have all your Indoor Plant favourites including as many rare plants as we can source for you. Comment below if you are hunting for something in particular. Dress up- $5 off if you wear pink! Must be block colour pink to qualify. Min spend $10 and not applicable with other discounts.   ÿ  Timeslots available will be:Saturday- 9-4pm9-10am- VIP Early Birds10-11am- Morning Birds11-12noon- Mid Morning Birds12-2pm- Lunchtime shoppers2-4pm- Afternoon chillersSunday- 10-2pm10-12- VIP Sunday Early Birds12-2pm- Sunday chillersThe sale is located in our Bohemian style warehouse in Abbotsford (not normally open to public).   ÿ  - If you can't make it, please cancel your ticket in Eventbrite. This helps us make sure that we have an accurate amount of plants on the day and also helps others grab a time slot.ÿ- Kids under 12 don't require a ticket.  ÿ  - You can use your email to book tickets for others. You just need to log back in and put their name on the ticket.ÿ  ÿ  - Save paper and don't print your ticket. Just show us electronically on the day.  ÿ  We will be open on both Saturday and Sunday.ÿAs we get closer to our Huge Indoor Pink Plant Party, we will be letting you know what we have been able to source. Previously we have had over 170 different species including Fiddle Leafs, Monstera, Giant Birds of Paradise, Spath Sensation, Rubber Trees, lots of Ferns, Hanging plants, Devils Ivy and lots more. You won't be disappointed!ÿ  ÿ  On the Day:- Enjoy thousands and thousands of Indoor plants in one big warehouse.- Receive style inspiration on how to incorporate your plants into your home.ÿ- Chat to our on-site horticulturist about your specific needs.- Plenty of Designer Potsÿ- Enjoy the Jungle tunes and vibes.ÿ- EFTPOS and cash payment available on the day.ÿ- There is plenty of street parking available in the area.ÿWe do advise that guests refrain from using on-site parking as spots are limited. We will have a collection area should you wish to drive and collect your plants afterwards. For more information about the sale please visit ourÿEvent wall.ÿPlease help share the word ofÿThe Jungle Collectiveÿand invite any friends that you think might be interested in coming along. Feel free to follow us on Facebook for style and inspo updates! - The Jungle CollectivePlease note we will have a limited number of boxes and you may want to bring your own to be on the safe side.  ",61404988975,https://www.eventbrite.com.au/e/huge-indoor-pink-plant-party-melbourne-tickets-61404988975?aff=ebapi,5/11/2019,9:00 AM,5/12/2019,2:00 PM,The time has arrived... We can't wait any longer. We have decided to throw a Pink Plant Party and you're all invited!  The focus will be to,61729573,15373457137,31396816,117,https://www.eventbriteapi.com/v3/events/61404988975/,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F61729573%2F11152683099%2F1%2Foriginal.20190505-232829?h=200&w=450&auto=compress&rect=0%2C283%2C958%2C479&s=ba394d39cd2ad95f72ee2b84d0e38cbb
Blueprint for Life-Work Harmony - Antplanners,"The Blueprint to Life-Work Harmony is for people who want? ? More time for the important things in business and life.? To be proactive not reactive.? To be organised not disorganised.? To feel in control and achieve their goals. You Will Learn? How to use Antplanners blueprint to support and drive you to create a doable plan through your planner ? no matter how simple or complex it already is and how to appreciate and respect your own time by making friends with it!  What else is included? Templates, tricks and techniques to keep you on track.Closed Facebook group where you can post questions and get feedback and ideas.Almost instant access to Ildi Racz if you need further support.ÿ If you'd like to pre-order an Antplanner & have it delivered for FREE, pop on over to our shop page!ÿÿ www.antplanners.com",59874694824,https://www.eventbrite.com.au/e/blueprint-for-life-work-harmony-antplanners-tickets-59874694824?aff=ebapi,5/8/2019,7:30 PM,5/8/2019,9:30 PM,The Blueprint to Life-Work Harmony is for people who want? ? More time for the important things in business and life.? To be proactive not r,59680241,10953580066,32000674,117,https://www.eventbriteapi.com/v3/events/59874694824/,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F59680241%2F155693240748%2F1%2Foriginal.20190404-052223?h=200&w=450&auto=compress&rect=0%2C40%2C558%2C279&s=07122163b16963182955e6df87eb05d5
"Property investment seminar at Mordialloc, VIC","PROPERTY INVESTMENT SEMINAR AT MORDIALLOC, VIC  - Your Exclusive InvitationÿTo the 7 Steps to Wealth Real Estate Event -  ÿ    ÿ  Our property investment seminars are designed to educate Australians on how to get their plan B ready, without impacting their livelihood.ÿYou can decide if this is life-changing and whether the solution we are about to show you is in fact such great timing:      7 Steps to Wealth      Signposts to success      Focus and success strategies      Our unique point of difference      Property vs. Real Estate      Millionaire case studies      Real client testimonialsÿ      And much more      ?I went to John?s seminar 18 years ago. He is the best when it comes to a simple message; he delivers great stories told in a fun and easy environment. It?s a great night!?  Craig Chu - CIO Client since 2002    ÿ  For more than 20 years, the 7 Steps to Wealth Real Estateÿplan has given thousands of Australians an income forÿlife for themselves and their family.  An absolute must if you are looking for a solution to a less stressful financial future.  ?I went to John?s seminar 18 years ago.ÿHe is the best when it comes to aÿsimple message; he delivers greatstories told in a fun and easyÿenvironment. It?s a great night!?Craig Chu - CIO -ÿClient since 2002  * Complimentary parking on-site. Hot and cold light refreshments and supper will be served  FAQs  What can I bring into the event?  >> Bring your friend or your partner. The more the merrier. This event will truly benefit everyone.ÿ  How can I contact theÿorganizerÿwith any questions?  >> Call usÿatÿ1800 778 377ÿor emailÿcontact@7stepsstrategy.com  >> Or leave us a message on Facebookÿhttps://www.facebook.com/sevenstepstowealth",60236773812,https://www.eventbrite.com.au/e/property-investment-seminar-at-mordialloc-vic-tickets-60236773812?aff=ebapi,5/8/2019,6:30 PM,5/8/2019,8:30 PM,"PROPERTY INVESTMENT SEMINAR AT MORDIALLOC, VIC  - Your Exclusive InvitationÿTo the 7 Steps to Wealth Real Estate Event -  ÿ    ÿ  Our proper",60662416,7690333125,31480147,117,https://www.eventbriteapi.com/v3/events/60236773812/,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F60662416%2F119773517517%2F1%2Foriginal.20190419-072156?h=200&w=450&auto=compress&rect=0%2C0%2C800%2C400&s=60d7feae5381c63231cfabb3e3afb0ed
Retirement Income Streams,"This seminar will cover how retirement income streams work, tax and Centrelink assessments and the potential consequences of your financial choices. Presented by the Department of Human Services? Financial Information Service.ÿ Darebin Libraries uses Eventbrite for all event bookings. When booking with Eventbrite individuals will be required to provide their name and contact details. Eventbrite?s privacy policy can be found at the Privacy link located at the bottom of this page. Individuals may choose to book directly with Darebin Libraries by contacting the library on 1300 655 355.",59300673912,https://www.eventbrite.com.au/e/retirement-income-streams-tickets-59300673912?aff=ebapi,5/8/2019,6:00 PM,5/8/2019,8:00 PM,"This seminar will cover how retirement income streams work, tax and Centrelink assessments and the potential consequences of your financial",59036747,2046839277,31094419,117,https://www.eventbriteapi.com/v3/events/59300673912/,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F59036747%2F29101596107%2F1%2Foriginal.20190324-230746?h=200&w=450&auto=compress&rect=0%2C0%2C2160%2C1080&s=cea0c66d7b932b3b016c4309e07da577
