name__text,description__text,id,url,Start date,Start time,End date,End time,summary,logo_id,organizer_id,venue_id,category_id,resource_uri,logo__url
Melbourne Peer Support Network Meeting - June 2019,"PARTICIPANT FEEDBACK ""... tremendous opportunity to get to know others working in same field ..."" Meaningful Ageing Australia is pleased to invite you to our Melbourne Peer Support Network Meeting hosted by Villa Maria Catholic Homes. This is an opportunity to gather with others who have spiritual care responsibilities: you may be a specialist spiritual or pastoral carer, or in another role such as team leader, nurse, activities, volunteer coordinator or case manager. In these meetings you will have the opportunity to enrich your work with older people by sharing ideas about best practice,ÿstories of meaningful connections, discuss the various challenges of the role and ways to meet these challenges, and engage with a sense of shared vision for spiritual care.ÿÿ This event is for staff working with Meaningful Ageing Australia member organisations only. If you are unsure about whether your organisation is currently a member, please visit ourÿwebsite. Members can invite non-members as a guest. Please forward this invitation to your colleagues. If you would like to set up one of our Peer Support Networks in your local area, please get in touch.",57951935800,https://www.eventbrite.com.au/e/melbourne-peer-support-network-meeting-june-2019-tickets-57951935800?aff=ebapi,6/12/2019,9:30 AM,6/12/2019,11:00 AM,"PARTICIPANT FEEDBACK ""... tremendous opportunity to get to know others working in same field ..."" Meaningful Ageing Australia is pleased to",57780754,11186502187,25265818,114,https://www.eventbriteapi.com/v3/events/57951935800/,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F57780754%2F184001394366%2F1%2Foriginal.jpg?h=200&w=450&auto=compress&rect=0%2C0%2C524%2C262&s=090b150edd8f16760b0390b10ef561a4
Introduction to Volunteering - Glen Waverley,The Introduction to Volunteering workshop is an informal introduction to volunteering. It is of particular value to those who are volunteering for the first time and those who are seeking different volunteering experiences. Come along to this free session and learn about: ? The benefits of volunteering? The volunteering opportunities available? Identifying the skills that you have to contribute to volunteering? Rights and responsibilities of volunteers and volunteer involving agencies? How to find the right volunteering position for you,57574273201,https://www.eventbrite.com.au/e/introduction-to-volunteering-glen-waverley-tickets-57574273201?aff=ebapi,6/11/2019,9:30 AM,6/11/2019,11:30 AM,The Introduction to Volunteering workshop is an informal introduction to volunteering. It is of particular value to those who are volunteeri,57511662,8481470591,23082742,113,https://www.eventbriteapi.com/v3/events/57574273201/,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F57511662%2F141198084983%2F1%2Foriginal.20190227-055059?h=200&w=450&auto=compress&rect=0%2C0%2C800%2C400&s=67731fe40df7a255334b7c007a71a4a4
"Your Time Starts Now: Melbourne, VIC","Register now for Teach For Australia's Information Session. In order to receive all details, please remember to register.ÿ This is your chance to find out more about the work that we do, how you could benefit from this incredible opportunity, and how to put your best foot forward when submitting your Leadership Development Program application. WHY? Because educational inequity is one of the most persistent and corrosive social problems that our country faces. It?s unfair and unacceptable, but you can help us tackle it. Teach For Australia Associates don't start out as teachers. We attract both graduates and professionals who represent a range of academic disciplines and career aspirations. HOW DOES IT WORK?  Over two challenging and unbelievably rewarding years, you will completeÿour award-winning Leadership Development Program (Top 100 Graduate Employers). While you teachÿat one of our partner secondary schools you will receive full salary and benefits. By the end of the program, you will have earned a nationally accredited Master of Teaching (Professional Practice) degree on assisted-scholarship.  A LITTLE ABOUT YOU... Are you looking for a challenge and a way to give back?Is a career that will open up infinite options for your future what you seek?Did you experience inequality through personal experience or volunteer work?Have you always wanted to be a teacher? Everyone has a stake in tackling the systemic inequities of our education system. Attend this information session to find out more, to ask your questions and to begin your journey. Your time starts now.ÿ Find out more: www.teachforaustralia.org Is waitingÿtoo much to bear? Please email apply@teachforaustralia.org with any questions or to arrange a time to speak with one of our recruitment team.",61418176419,https://www.eventbrite.com.au/e/your-time-starts-now-melbourne-vic-tickets-61418176419?aff=ebapi,6/10/2019,6:00 PM,6/10/2019,7:00 PM,"Register now for Teach For Australia's Information Session. In order to receive all details, please remember to register.ÿ This is your chan",61745333,7924562332,32008564,111,https://www.eventbriteapi.com/v3/events/61418176419/,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F61745333%2F133441361355%2F1%2Foriginal.20181217-035332?h=200&w=450&auto=compress&rect=0%2C183%2C2500%2C1250&s=707f52c98e4f8eb047ea159b69a8f805
Duldig Studio Open Sunday,"Visit us on the second Sunday of every monthÿfor a unique experience and insight into the lives and works of sculptor Karl Duldig (1902-1986) and his artist-inventor wife, Slawa Horowitz-Duldig (c1902-1975).ÿEntry is by gold coin donation and a guided tour will take place at 2pm by an experienced volunteer guide. Duldig Studio museum + sculpture garden, is a public house museum, art gallery and sculpture garden. It is the former home and studio of Karl Duldig and Slawa Horowitz-Duldig. View the sculptures, drawings, paintings and decorative arts that tell the story of their creative lives in Vienna, Singapore and Melbourne. The story of Karl and Slawa is one of survival and resilience. The collection illustrates pre-war European art and culture as well as celebrating the contribution refugees and migrants have made to Australia?s cultural, political and social development. A changing exhibition program in a dedicated gallery space and diverse cultural events and educational initiatives connect adults and children of all ages ? inspiring creative journeys.  CURRENT EXHIBITION: SLAWA: MODERNIST ART & DESIGNArt, innovation and reinvention - discover the world of a Viennese modernist in MelbourneAn exhibition by the Austrian-Australian artist, Slawa Horowitz-Duldig (1901-1975). The exhibition presents her early graphic works and sculptures and gives insight into Viennese art of the early modernist period. Follow SLAWA's story ? told through her drawings, sculptures, fashion and furniture design, and her ingenious invention of the folding umbrella.  Image credit: Photograph by Dayne Edward",58927819695,https://www.eventbrite.com.au/e/duldig-studio-open-sunday-tickets-58927819695?aff=ebapi,5/12/2019,1:00 PM,5/12/2019,4:00 PM,Visit us on the second Sunday of every monthÿfor a unique experience and insight into the lives and works of sculptor Karl Duldig (1902-1986,58616772,10693368245,30607154,105,https://www.eventbriteapi.com/v3/events/58927819695/,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F58616772%2F145900769948%2F1%2Foriginal.20190307-112002?h=200&w=450&auto=compress&rect=0%2C161%2C3032%2C1516&s=0df5b0e0e5a1387f2e53f2cf95f4ee26
Stagwatch,"La Trobe Wildlife Sanctuary - Citizen Science Event Come and help monitor arboreal mammals, birds and bats that utilise the nest boxes and natural tree hollows throughout the La Trobe Wildlife Sanctuary.ÿIt's easy! Each volunteer will be allocated a tree or ?stag? to watch for one hour at sunset and will record any animals they observe emerging or entering nest boxes and hollows. This valuable data helps our biodiversity staff to monitor native animal populations, nest box usage and peak activity times in the Sanctuary.ÿ Registrations are essential and numbers are limited. Registrations will open approx 4 weeks prior to the event and will close 12pm on the day before the event.   FAQs Can I get tickets for multiple people? Definitely! However, as we need names of each person attending the event, we do require each person to register separately. Do I need any specialised knowledge or skills? No! While we love to have volunteers who have a background knowledge of our local flora and fauna, it is not essential. Each citizen science event starts with a briefing to let you know what you will be doing. ÿCan children attend this event? There is no minimum age requirement to take part in this citizen science event, but please be mindful that our volunteers are generally required to either sit either record calls or observe wildlife. So, providing children can sit quietly in the dark for an expended period of time with out getting bored, they are welcome to attend. Childrenÿmust be accompanied by an adult at all times.ÿ Why do you need name and mobile number for each person? You will be heading into the Sanctuary after dark, so as a safety precaution we accurate details (name and contact number) for each person attending the event. The mobile number is so that we can contact you in the event of an emergency.ÿ I can't stay until the end of the event, am I able to leave early? Due to the way we run these events, we need you to be able to stay until the scheduled finish time. If you were to leave early then you may not be able to do the survey for the allocated time or you may interupt other groups who are recording at a different site. ÿHow can I contact the organiser with any questions? If you have any questions, please contact us on (03) 9479 1206 or wildlife@latrobe.edu.au",57972567510,https://www.eventbrite.com.au/e/stagwatch-registration-57972567510?aff=ebapi,6/7/2019,4:15 PM,6/7/2019,6:50 PM,"La Trobe Wildlife Sanctuary - Citizen Science Event Come and help monitor arboreal mammals, birds and bats that utilise the nest boxes and n",57951089,14342858092,20048883,199,https://www.eventbriteapi.com/v3/events/57972567510/,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F57951089%2F207204770940%2F1%2Foriginal.20190306-073757?h=200&w=450&auto=compress&rect=0%2C0%2C2160%2C1080&s=c8e7a4e50422ce2211fe4236b8b4845a
LGBTI Ageing & Aged Care Training - Parkdale,"Have you considered the older people you engage with may belong to the LGBTI community? Is your organisation prepared to meet the new Aged Care Quality Standards? Are you aware of the Aged Care Dviersity Framework LGBTI Action Plan? We are offering training which will help you develop an understanding of the experiences and needs of older LGBTI people and how these aspects influence service knowledge, barriers and access.  The session provides an introduction to LGBTI inclusive practice and frameworks for individual practice and/or service development. You will take part in a mix of presentations of LGBTI-related research, policy, interactive activities, legislation and aged care reforms, case studies, educational videos, and facilitated discussion. Relevant to all staff and volunteers who provide support services to older people in the aged care and community sectors. Download flyer... ",61087623727,https://www.eventbrite.com.au/e/lgbti-ageing-aged-care-training-parkdale-tickets-61087623727?aff=ebapi,6/6/2019,9:00 AM,6/6/2019,1:00 PM,Have you considered the older people you engage with may belong to the LGBTI community? Is your organisation prepared to meet the new Aged C,61411293,14051787763,31853004,107,https://www.eventbriteapi.com/v3/events/61087623727/,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F61411293%2F176371927342%2F1%2Foriginal.20190430-065425?h=200&w=450&auto=compress&rect=0%2C124%2C1920%2C960&s=866ce2c8fea0845ede502a123ade13c7
World Environment Day planting,"At this large planting you can take action to help nature and celebrate World Environment Day. The Mt Ridley Nature Conservation Reserve needs more mid-storey tree and shrub species to create habitat for small woodland birds. Some of these beautiful woodland birds are becoming quite rare to find, yet play a very important role by controlling infestations of sap-sucking lerp insects, which impact on the health of the majestic River Red Gums. Join in with corporate volunteers from the Department of Environment, Land, Water and Planning (DELWP), National Australia Bank (NAB), and other community members. Pizzas are on offer for lunch, or please bring you own lunch if you have special dietary requirements. FAQs Are there ID or minimum age requirements to enter the event? Hume City Council's Greening events are free family-friendly and child-safe activities, with people of all ages and backgrounds welcomed. Participants up to the ages of 85 are covered by Council's Personal Accident Insurance policy, but participants older than 85 years are NOT covered and participate at their own risk. Children must be supervised by their parent or guardian at all times. Please register your attendance on the event sign-in sheet and follow the event supervisor's safe working instructions.ÿ What are my transport/parking options for getting to and from the event? Car-parking is usually available on the surrounding streets to the planting site, or at designated reserve carparks.ÿ For public transport options, check the PTV Journey Planner atÿhttp://jp.ptv.vic.gov.au/ What can I bring into the event? Please wear old comfortable clothing that you wouldn't mind getting dirty, with safe enclosed shoes. Consider if you need to bring a rain jacket or a sun-smart hat. Bring a drink bottle (water, tea and coffee will be provided) and your own packed lunch if you have any special dietary requirements (a simple BBQ lunch or pizzas are catered for lunch, with fruit snacks). All the other tools, equipment and materials required will be provided by Council, including gloves and sunscreen.ÿ When will events be cancelled? Greening events will be cancelled if there is bad weather forecast, including heavy rain, thunderstorms or gale force winds. However light drizzling rain is great planting weather and the event will go ahead if people arrive (check the rain radar on http://www.bom.gov.au/products/IDR023.loop.shtml#skip). Council staff are normally out on site about an hour before the event commences, setting up.ÿ How can I contact the organiser with any questions? Contact Melissa Doherty, Urban Biodiversity Officer at Hume City Council 9205 24660409 702 086melissado@hume.vic.gov.au",54743782126,https://www.eventbrite.com.au/e/world-environment-day-planting-tickets-54743782126?aff=ebapi,6/5/2019,10:00 AM,6/5/2019,2:00 PM,At this large planting you can take action to help nature and celebrate World Environment Day. The Mt Ridley Nature Conservation Reserve nee,54968651,4269785735,28741121,113,https://www.eventbriteapi.com/v3/events/54743782126/,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F54968651%2F65918216979%2F1%2Foriginal.20190111-031509?h=200&w=450&auto=compress&rect=553%2C600%2C2456%2C1228&s=064897246d08508ad0fdce315dc47317
Womens Wrench Night,"We're kicking off a monthly Womens Wrench Night at Kustom Kommune with the crew from Wrench Wrenches. These nights are open to everyone and you do not need to be a member to participate. Each month will have a focus on different aspects of your motorcycle. You'll be able to learn all the basics to keep your motorcycle in a safe and well maintained condition. If you find an issue, we can help you source parts and then to fit them up at the following Wrench Night. September: Basic Service - Oil Change, Air Filter and Spark plugsOctober:ÿDrive line - Chain & Sprocket + TyresNovember:ÿBrakes - Pads, Discs & FluidsDecember: Suspension - Fluid and WearJanuary: OFFÿFebruary: Custom night! Make some Mods. While the workshop is open to everyone on a Tuesday evening, we'll have specific volunteers on, along with Giang from Wrench Wenches, to help those attending the Womens Wrench Night. If you've never worked on your moto before, or imporiving exisiting skills, these are the perfect nights to learn all the basics, from intorduction to hand tools, through to working on your bike. These open nights are completely free of charge and we really encourage people to swing past and check out the nights even if you're not working on a bike. Kustom Kommune prides itself on being a space for everyone so get involved and learn some new skills!",58229724674,https://www.eventbrite.com.au/e/womens-wrench-night-tickets-58229724674?aff=ebapi,5/7/2019,7:00 PM,5/7/2019,10:00 PM,We're kicking off a monthly Womens Wrench Night at Kustom Kommune with the crew from Wrench Wrenches. These nights are open to everyone and,48248211,15633865323,26144242,118,https://www.eventbriteapi.com/v3/events/58229724674/,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F48248211%2F233856783155%2F1%2Foriginal.jpg?h=200&w=450&auto=compress&rect=0%2C527%2C6000%2C3000&s=a7e95f6991192fc792349f2a654fe14e
Free | Yoga with milk tea #PlanOfTheMonth,"  Every Sunday afternoon. For more information, you may chatÿhereÿon Facebook, or add @LiveADeliciousLifeÿto join Foodie WeChat group.      Too busy to do anything?Yeah there are apps teaching you everythingBut they can waitBut you don?t have to Why not start by doing the bare minimum? Come spend 1h of your life with strangers, for 20mins of yoga for beginners20mins of milk tea making and drinking20mins of #PlanOfTheMonth sharingOkay?------------------------------#PlanOfTheMonthWhat's going on in your head lately?From secret projects you've been working onTo art museums you are gonna visit this monthPlease feel free to talk about anything------------------------------WHERE AND HOWTo make the event happen, it requires at least1 host(who says hi to everyone, offers venues, sets the amount of money to share the cost of ingredients, and collects payments)1 coach(who teaches yoga poses that suit you)1 creator(who makes milk tea to make your day)?N Guests (Number depends on the venue)Please choose your role when signing up. You can be the host, coach and creator at the same time if you are just that awesome.------------------------------Free For everyoneAll guests pay only for ingredients (It's free should you BYO ingredients)Host serves you for freeCoach / Creator teaches for freeFun times for EVERYBODY------------------------------Sign up nowEveryone is a volunteer, here to host, teach or learn.Events will be canceled automatically if no hosts / coaches / chefs / guests sign up.------------------------------To attend / create more events, go toFoodie WeChat group Add @LiveADeliciousLifeFoodie Facebook page @LiveADeliciousLife.globe------------------------------Have a delicious time at a surprisingly low price!FoodieTo have a new place you call home wherever you goInvite yourself to delicious events in the neighborhoods around the globe ",58630609732,https://www.eventbrite.com/e/free-yoga-with-milk-tea-planofthemonth-tickets-58630609732?aff=ebapi,5/7/2019,3:00 PM,5/7/2019,5:00 PM,"  Every Sunday afternoon. For more information, you may chatÿhereÿon Facebook, or add @LiveADeliciousLifeÿto join Foodie WeChat group.      ",57758623,18120301387,30313451,110,https://www.eventbriteapi.com/v3/events/58630609732/,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F57758623%2F281261972775%2F1%2Foriginal.20190303-114723?h=200&w=450&auto=compress&rect=0%2C62%2C750%2C375&s=9bb325e1e7117720e60cd55889a41020
Introduction to Wildlife Photography,"Learn how to avoid some of the common mistakes when taking photos of our native wildlife and natural environment from keen nature photographer and Council?s Environment & Education Team Leader Ian Moodie. Ian will share some of his experiences from taking photos of the natural world for more than 50 years, including advice on the best places to photograph native fauna and flora in our local area.  Following the talk, join Ian and local volunteers on a guided tour of the Sanctuary and put your learning into action. This event is part of Whitehorse Sustainable Living Week, see the full program of fantastic free events here.",58768060852,https://www.eventbrite.com.au/e/introduction-to-wildlife-photography-tickets-58768060852?aff=ebapi,6/1/2019,2:00 PM,6/1/2019,4:00 PM,Learn how to avoid some of the common mistakes when taking photos of our native wildlife and natural environment from keen nature photograph,58459043,6928581933,32009654,119,https://www.eventbriteapi.com/v3/events/58768060852/,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F58459043%2F88417307823%2F1%2Foriginal.20190314-033355?h=200&w=450&auto=compress&rect=0%2C108%2C1280%2C640&s=afd02d62ded7b43c01216e2e2f65e1e6
Volunteer Tutor Scheme Training - Preston Saturdays + Online Training,"Volunteer Tutor Training prepares you to support a student for one hour per week to learn English.  Topics will include:      Teaching strategies and techniques      Lesson planning      Working with people from diverse cultural backgrounds      As well as other relevant information. You will completeÿ7 hours of training online prior to attending two Saturdays of face-to-face training.  The training is fun, interactive and informative, with experienced an EAL teacher to guide you.  Please ensure you attend an Information Session prior to commencing this training,ÿas this will allow us to arrange access for your online training component.  The Preston face-to-face Saturday training will be held from 9am - 1:00pm on two Saturdays 1/6/19ÿANDÿ15/6/19.  All online training component + the two Saturday face-to-face training must be attended to complete the training.",60038537883,https://www.eventbrite.com.au/e/volunteer-tutor-scheme-training-preston-saturdays-online-training-tickets-60038537883?aff=ebapi,6/1/2019,9:00 AM,6/15/2019,1:00 PM,Volunteer Tutor Training prepares you to support a student for one hour per week to learn English.  Topics will include:      Teaching strat,59921838,19971506746,31421521,113,https://www.eventbriteapi.com/v3/events/60038537883/,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F59921838%2F213938349337%2F1%2Foriginal.20190408-034953?h=200&w=450&auto=compress&rect=26%2C0%2C210%2C105&s=42862576eba476d47ce3d40c7d778de8
Volunteer Tutor Scheme Training - Dandenong Saturdays + Online Training,"Volunteer Tutor Training prepares you to support a student for one hour per week to learn English.  Topics will include:    Teaching strategies and techniques  Lesson planning  Working with people from diverse cultural backgrounds    As well as other relevant information. You will completeÿ7 hours of training online prior to attending two Saturdays of face-to-face training.  The training is fun, interactive and informative, with experienced an EAL teacher to guide you.  Please ensure you attend an Information Session prior to commencing this training,ÿas this will allow us to arrange access for your online training component.  The Dandenong Saturday training will be held from 9am - 1:00pm on two Saturdays 1/6/19ÿANDÿ15/6/19.  All online training component + the two Saturday face-to-face training must be attended to complete the training.",60038172791,https://www.eventbrite.com.au/e/volunteer-tutor-scheme-training-dandenong-saturdays-online-training-tickets-60038172791?aff=ebapi,6/1/2019,9:00 AM,6/15/2019,1:00 PM,Volunteer Tutor Training prepares you to support a student for one hour per week to learn English.  Topics will include:    Teaching strateg,59921544,19971506746,31398268,113,https://www.eventbriteapi.com/v3/events/60038172791/,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F59921544%2F213938349337%2F1%2Foriginal.20190408-033911?h=200&w=450&auto=compress&rect=26%2C0%2C210%2C105&s=8c701d439536849232c3894b13912107
Premiers Active April - Kangaroo Welcome Walk,"Need some inspiration and support to start walking?ÿJoin a guided walk facilitated by our volunteer. The walkÿhas great views of beautiful Lysterfield Lake and past the local kangaroos lazing under the trees.ÿTo join the walk meet our volunteer at the Visitor Centre at 11am.  Grade: Very easy Distance: 2.7km approx. What to bring:  Comfortable walking shoes Water bottle Sunscreen and hat  Optional  Camera Binoculars  This walk is pram friendly, flat and seats are available. Please note that the walk will be cancelled if above 33 degrees. For more information contact healthycommunities@parks.vic.gov.au or 13 1963.",59744056080,https://www.eventbrite.com.au/e/premiers-active-april-kangaroo-welcome-walk-tickets-59744056080?aff=ebapi,5/9/2019,11:00 AM,5/9/2019,12:00 PM,Need some inspiration and support to start walking?ÿJoin a guided walk facilitated by our volunteer. The walkÿhas great views of beautiful L,55442151,17110837258,28450889,107,https://www.eventbriteapi.com/v3/events/59744056080/,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F55442151%2F249846112429%2F1%2Foriginal.jpg?h=200&w=450&auto=compress&rect=0%2C376%2C4032%2C2016&s=5793bb5abef791099ca44c71eaf8a8c8
Boundaries - Volunteer Workshop,Why are boundaries so important for volunteers?ÿ This workshop will help to define boundaries and how volunteers can work within them.,60511191603,https://www.eventbrite.com.au/e/boundaries-volunteer-workshop-tickets-60511191603?aff=ebapi,5/28/2019,10:00 AM,5/28/2019,12:00 PM,Why are boundaries so important for volunteers?ÿ This workshop will help to define boundaries and how volunteers can work within them.,60521886,18545863615,28867063,113,https://www.eventbriteapi.com/v3/events/60511191603/,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F60521886%2F141198084983%2F1%2Foriginal.20190417-065002?h=200&w=450&auto=compress&rect=0%2C64%2C1000%2C500&s=d8ca3586c5c7112b59ebc8ed3cd17099
"Your Time Starts Now: Melbourne, VIC","Register now for Teach For Australia's Information Session. In order to receive all details, please remember to register.ÿ This is your chance to find out more about the work that we do, how you could benefit from this incredible opportunity, and how to put your best foot forward when submitting your Leadership Development Program application. WHY? Because educational inequity is one of the most persistent and corrosive social problems that our country faces. It?s unfair and unacceptable, but you can help us tackle it. Teach For Australia Associates don't start out as teachers. We attract both graduates and professionals who represent a range of academic disciplines and career aspirations. HOW DOES IT WORK?  Over two challenging and unbelievably rewarding years, you will completeÿour award-winning Leadership Development Program (Top 100 Graduate Employers). While you teachÿat one of our partner secondary schools you will receive full salary and benefits. By the end of the program, you will have earned a nationally accredited Master of Teaching (Professional Practice) degree on assisted-scholarship.  A LITTLE ABOUT YOU... Are you looking for a challenge and a way to give back?Is a career that will open up infinite options for your future what you seek?Did you experience inequality through personal experience or volunteer work?Have you always wanted to be a teacher? Everyone has a stake in tackling the systemic inequities of our education system. Attend this information session to find out more, to ask your questions and to begin your journey. Your time starts now.ÿ Find out more: www.teachforaustralia.org Is waitingÿtoo much to bear? Please email apply@teachforaustralia.org with any questions or to arrange a time to speak with one of our recruitment team.",61418147332,https://www.eventbrite.com.au/e/your-time-starts-now-melbourne-vic-tickets-61418147332?aff=ebapi,5/27/2019,6:00 PM,5/27/2019,7:00 PM,"Register now for Teach For Australia's Information Session. In order to receive all details, please remember to register.ÿ This is your chan",61745259,7924562332,32008564,111,https://www.eventbriteapi.com/v3/events/61418147332/,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F61745259%2F133441361355%2F1%2Foriginal.20181217-035124?h=200&w=450&auto=compress&rect=0%2C206%2C2500%2C1250&s=d4014b488e2d0a309dbfec978a5fa57e
Creating Community:  Self Advocacy and Neighbourhood Houses working Together,"Come and hear engaging speakers from VALiD: ÿPeer Action Group Facilitators and Community Development workers talk about creating community. ÿ This session will cover: ÿ  Everyday challenges facing people with a disability   ÿ  The role that self advocacy plays in helping people with disabilities to identify what?s important to them   ÿ  Learn about how your neighbourhood house can get involved with VALiDs peer action group network  ÿ  The power of partnerships and collaboration with people with disabilities to create change in your local community.   This event is suitable for neighbourhood house coordinators, volunteers and community development workers.",57364814705,https://www.eventbrite.com.au/e/creating-community-self-advocacy-and-neighbourhood-houses-working-together-tickets-57364814705?aff=ebapi,5/27/2019,1:00 PM,5/27/2019,3:00 PM,Come and hear engaging speakers from VALiD: ÿPeer Action Group Facilitators and Community Development workers talk about creating community.,57364060,2185970425,31893114,null,https://www.eventbriteapi.com/v3/events/57364814705/,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F57364060%2F13967709305%2F1%2Foriginal.20190225-054532?h=200&w=450&auto=compress&rect=0%2C492%2C4608%2C2304&s=b5bc398b137d17d93e7d3ba7d7545045
CoderDojo at Balwyn Library,"CoderDojo is a club for young people aged 7 to 17 where they can learn coding withÿhelp from volunteers. If you?re interested in learning code, developing websites, apps, programs, games or exploring technology in an informal, safe, and creative environment, this club is for you! The club will meet on the fourth Sunday of the month (except during school holidays) from 1pm to 2.30pm, on the following dates:ÿ26 May, 23 June, 28 July, 25 August, 27 October, 24 November. BYO laptop or other device.ÿ All attendees need to bring a current Boroondara Library membership card to access the wifi network. For more information on joining the library visit:ÿhttps://www.boroondara.vic.gov.au/libraries/join-library Registrations for each month will open at 3pm after the end of the previous month's session. A parent or adult guardian must attend along with a participating child.",51797675241,https://www.eventbrite.com.au/e/coderdojo-at-balwyn-library-tickets-51797675241?aff=ebapi,5/26/2019,1:00 PM,5/26/2019,2:30 PM,CoderDojo is a club for young people aged 7 to 17 where they can learn coding withÿhelp from volunteers. If you?re interested in learning co,51805819,3074435448,13570669,102,https://www.eventbriteapi.com/v3/events/51797675241/,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F51805819%2F49100826570%2F1%2Foriginal.jpg?h=200&w=450&auto=compress&rect=0%2C195%2C2000%2C1000&s=d2a580f5417b28712b5029c6e012917b
Darebin Repair Cafe #7 Our first birthday!,"  Darebin Repair cafe #7 will be at 220 High St Preston. Our 7th Repair cafe is our first birthday and we are back where we kicked off in May 2018 at The Bridge, Preston.ÿ Bring your item requiring repair to the Darebin Repair Cafe and our community of fixers will repair it. You sit with your personal 'fixer' and explain what is wrong with your item so you can learn how to repair it again in the future. The Moon Rabbit Cafe will be open on the day for your snack and coffee needs for purchasing.  Repair Cafes are a worldwide movement to challenge designÿobsolescenceÿand share fixing skills within our community. Fixing, instead of throwing out and purchasing another item saves resources and keeps skills in our community alive.Repairs on: bicycles, jewellery, shoes,general, glueing, darning, clothes, small machines, toys.  What to do - 1. Book a time slot here on eventbrite. 2. Email us with information on the item including photo and manual if available to ÿtransitiondarebin@gmail.com. 3. Turn up on the day. (come early, so there is time to look over your item)  Note - we may not always be able to repair an item - but best efforts will be made. If you know what parts are needed - please provide them on the day.  Pre-booking is essential as places are limited. People living in the council area of Darebin will be given first priority for tickets.   For more information on the session or if you can provide volunteer assistance on the day - Contact Transitiondarebin@gmail.com  We are kindly supported by the City of Darebin.  For more information on Repair Cafes and the International Repair Cafe Foundation that we are affiliated with - seeÿhttps://repaircafe.org/en/  Repair Cafes are a great way to connect with others in your community and build your skills. We are keen to hear If you would like to register as a fixer or provide some assistance with the many and varied jobs on the day likeÿsetting up, packing up, ushering, tea/coffee, baking, administrative tasks such as registration, weighing, photography, handing out and collection of waiver forms etc.ÿ  Note - by purchasing a ticket, you are agreeing to be added to Transition Darebin's mailing list where we will send you occasional emails on upcoming events and items of interest happening within the council area of Darebin and surrounds. ",60858338930,https://www.eventbrite.com.au/e/darebin-repair-cafe-7-our-first-birthday-tickets-60858338930?aff=ebapi,5/26/2019,10:00 AM,5/26/2019,1:00 PM,  Darebin Repair cafe #7 will be at 220 High St Preston. Our 7th Repair cafe is our first birthday and we are back where we kicked off in Ma,61282708,13975254756,27672886,119,https://www.eventbriteapi.com/v3/events/60858338930/,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F61282708%2F214109041879%2F1%2Foriginal.20190427-031251?h=200&w=450&auto=compress&rect=0%2C23%2C472%2C236&s=84ea274d2e104f7e557b19c2566a70e8
