name__text,description__text,id,url,Start date,Start time,End date,End time,summary,logo_id,organizer_id,venue_id,category_id,resource_uri,logo__url
"ClickView Academy- for new school administrators of ClickView, Werribee","You are invited to join a free ClickView Administration training session presented by our experienced ClickView Advisor Travis Edwards. This session will benefit Teachers, all library˜ & IT staff that have taken on the role of ClickView Administrator in the school.  The session will cover:  What is ClickView and how to access this as a teacher and as an administrator Requirements of a ClickView administrator in the school Library Editor- what is it and will my school want to use it Tips on how to promote ClickView within the school Commonly asked questions-things you are likely to need to know when approached by staff at your school.  Register from 12:30pm, Academy begins at 1:00pm. All participants will receive a certificate of participation that can be used for teacher registration requirements. ",59362052497,https://www.eventbrite.com.au/e/clickview-academy-for-new-school-administrators-of-clickview-werribee-tickets-59362052497?aff=ebapi,5/28/2019,12:30 PM,5/28/2019,2:00 PM,You are invited to join a free ClickView Administration training session presented by our experienced ClickView Advisor Travis Edwards. This,59109905,17769099060,31122500,115,https://www.eventbriteapi.com/v3/events/59362052497/,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F59109905%2F253915716634%2F1%2Foriginal.20190125-033311?h=200&w=450&auto=compress&rect=0%2C0%2C2160%2C1080&s=6bc4f3c938fbc3100fb487f0748d07e6
Kangan Institute - ELICOS Agents Event,"Please join us for a special ELICOS Agents event where we will demonstrate how Kangan Institute is providing students an inspiring, memorable and interactive experience by implementing Virtual Reality (VR) learning.",60794710616,https://www.eventbrite.com/e/kangan-institute-elicos-agents-event-tickets-60794710616?aff=ebapi,5/28/2019,9:15 AM,5/28/2019,11:00 AM,"Please join us for a special ELICOS Agents event where we will demonstrate how Kangan Institute is providing students an inspiring, memorabl",61081212,7963043830,31706316,115,https://www.eventbriteapi.com/v3/events/60794710616/,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F61081212%2F136272001096%2F1%2Foriginal.20190424-003354?h=200&w=450&auto=compress&rect=0%2C723%2C834%2C417&s=0efdbd3b017e875add29a854af75fa7e
Hume Moreland Literacy Curriculum Leaders Network - Day 1 - 28 May 2019,Focus    Literacy Toolkit ? new and revised materials    Workshop model implementation   Effective use of HITS to support teaching and learning in the workshop model   Practice Principles to support effective teaching & Learning of Literacy - Communities of Practice session 1  ,60500174651,https://www.eventbrite.com.au/e/hume-moreland-literacy-curriculum-leaders-network-day-1-28-may-2019-tickets-60500174651?aff=ebapi,5/28/2019,9:00 AM,5/28/2019,4:00 PM,Focus    Literacy Toolkit ? new and revised materials    Workshop model implementation   Effective use of HITS to support teaching and learn,null,11108352945,31853149,115,https://www.eventbriteapi.com/v3/events/60500174651/,
School Readiness Information Night,"This session will include a key note speech from an experienced consultant from ˜?Early Life Foundations? discussing what it means to be school ready. We will also have some representatives from the local schools within the Point Cook region, that you can meet and receive enrolment information from, which will assist your family in the enrolment process for 2020. No child minding available on the night - please book one ticket per person attending",61139723559,https://www.eventbrite.com.au/e/school-readiness-information-night-tickets-61139723559?aff=ebapi,5/27/2019,6:00 PM,5/27/2019,7:30 PM,This session will include a key note speech from an experienced consultant from ˜?Early Life Foundations? discussing what it means to be sch,61480378,3721862937,23975609,115,https://www.eventbriteapi.com/v3/events/61139723559/,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F61480378%2F58886583701%2F1%2Foriginal.20190501-033751?h=200&w=450&auto=compress&rect=0%2C0%2C1200%2C600&s=63c4d990c3b79abfe6631c331ee38700
MAEVe: What does it mean to work with DV when there are animals involved?,"Join us for this month's MAEVe Seminar Panel. We will have guest speakers discussing˜What does it mean to work with domestic violence when there are animals involved? Our guest speakers include:˜   Dr Kristin Diemer, Department of Social Work, University of Melbourne (panel moderator)   Anna Ludvik, Founder/President,˜Lucy?s Project˜   Dr Alicia Kennedy, Founder,˜Cherished Pets Foundation˜   Associate Professor Elise Boller,˜Melbourne Veterinary School,˜University of Melbourne   Jenny Jackson, Executive Director,˜Eastern Region Domestic Violence Service   Research indicates that animals can be abused within the context of domestic and family violence and used as a proxy, as a form of psychological abuse. Animals can be used to further harm and control women/victims, and in reverse, many women report delays in leaving a violent situation or returning to an unsafe home in order to care for a beloved family pet or stock animals. At the University of Melbourne,˜researchers are working collaboratively˜with members of the veterinary profession, other academics and domestic violence organisations to build better evidence about the impact of domestic violence on animals. This is from both the human and animal perspectives. This panel will present information about the programs in place as well as the data and theory in the field so far.˜˜Members of the discussion panel include practitioners working to support families in domestic violence crisis, veterinarians, academic researchers and the peak organisation focussing on the intersection of domestic violence and animals, Lucy?s Project. This seminar will be of interest to social and vet science practitioners, policy makers and domestic violence researchers. For more information about MAEVe, please visit their website here.",61407350037,https://www.eventbrite.com.au/e/maeve-what-does-it-mean-to-work-with-dv-when-there-are-animals-involved-tickets-61407350037?aff=ebapi,5/27/2019,1:00 PM,5/27/2019,2:00 PM,Join us for this month's MAEVe Seminar Panel. We will have guest speakers discussing˜What does it mean to work with domestic violence when t,61731701,13105496772,32000722,115,https://www.eventbriteapi.com/v3/events/61407350037/,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F61731701%2F204959646314%2F1%2Foriginal.20190506-002047?h=200&w=450&auto=compress&rect=0%2C135%2C1280%2C640&s=94ae2aebd7d94a4a8dac1a366f075272
"Are you a Malaysian student at La Trobe University, who wants to share their study experiences?",All Malaysian students currently enrolled at La Trobe University are invited to participate in the Campus Tour organized for visiting Malaysian students to help them understand the campus and teaching facilities provided by La Trobe University. You can network over free lunch.  Malaysian students studying in Health Sciences and Business cohort are welcome to give a short testimonial between 12:00 pm to 4 pm (depending on the discipline) and receive $50 visa gift cards & free lunch.  Hands on and practical workshop.,60385693234,https://www.eventbrite.com.au/e/are-you-a-malaysian-student-at-la-trobe-university-who-wants-to-share-their-study-experiences-tickets-60385693234?aff=ebapi,5/27/2019,12:00 PM,5/27/2019,4:00 PM,All Malaysian students currently enrolled at La Trobe University are invited to participate in the Campus Tour organized for visiting Malays,60369309,12737350663,31537206,115,https://www.eventbriteapi.com/v3/events/60385693234/,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F60369309%2F199132123216%2F1%2Foriginal.20190415-050929?h=200&w=450&auto=compress&rect=0%2C1%2C1308%2C654&s=7bb7cb82eaa4867dee4e35cd31f3460d
Junior Ranger Gardens Explorers - Werribee Park,"Discover the stunning gardens around Werribee Mansion. The majestic gardens feature a colourful ?parterre?, ornamental lake and grotto, glasshouses and expansive lawns.  Follow clues to identify heritage-listed trees and learn about growing succulents ? one of the feature plants of the gardens. Share the joy of gardening and pot up a succulent to feature in your own garden.  This activity is suitable for children aged 6-12, who must be accompanied by a parent or guardian.  Sturdy, closed toe footwear (no thongs or bare feet!), drinking water, hat, sunscreen and appropriate clothing are essential. Activities may be rescheduled, changed or cancelled due to adverse weather or for emergency response.",60565837049,https://www.eventbrite.com.au/e/junior-ranger-gardens-explorers-werribee-park-tickets-60565837049?aff=ebapi,5/26/2019,1:30 PM,5/26/2019,2:30 PM,"Discover the stunning gardens around Werribee Mansion. The majestic gardens feature a colourful ?parterre?, ornamental lake and grotto, glas",60597887,6126411775,9341437,115,https://www.eventbriteapi.com/v3/events/60565837049/,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F60597887%2F7400415811%2F1%2Foriginal.20190418-055214?h=200&w=450&auto=compress&rect=0%2C213%2C2048%2C1024&s=47cc65f2847da639a89aedc38000ecf3
Junior Ranger Gardens Explorers - Werribee Park,"  Discover the stunning gardens around Werribee Mansion. The majestic gardens feature a colourful ?parterre?, ornamental lake and grotto, glasshouses and expansive lawns.  Follow clues to identify heritage-listed trees and learn about growing succulents ? one of the feature plants of the gardens. Share the joy of gardening and pot up a succulent to feature in your own garden.  This activity is suitable for children aged 6-12, who must be accompanied by a parent or guardian.  Sturdy, closed toe footwear (no thongs or bare feet!), drinking water, hat, sunscreen and appropriate clothing are essential. Activities may be rescheduled, changed or cancelled due to adverse weather or for emergency response.",60565849085,https://www.eventbrite.com.au/e/junior-ranger-gardens-explorers-werribee-park-tickets-60565849085?aff=ebapi,5/26/2019,10:30 AM,5/26/2019,11:30 AM,"  Discover the stunning gardens around Werribee Mansion. The majestic gardens feature a colourful ?parterre?, ornamental lake and grotto, g",60597916,6126411775,9341437,115,https://www.eventbriteapi.com/v3/events/60565849085/,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F60597916%2F7400415811%2F1%2Foriginal.20190418-055214?h=200&w=450&auto=compress&rect=0%2C213%2C2048%2C1024&s=e1a2cde4f029c5c4d8ec33d20067ff32
Book Launch: 'A Construction of Cranes' by Margaret Robson Kett & Caitlin Ziegler,"You are warmly invited to join us for the launch of the very first Kettlestitch Press picture Book, 'A Construction of Cranes' by long term Little Bookroom friend Margaret Robson Kett and illustrator Caitlin Ziegler.  Is it a bird? Is it a plane? No, It's a construction of cranes!",61331992641,https://www.eventbrite.com.au/e/book-launch-a-construction-of-cranes-by-margaret-robson-kett-caitlin-ziegler-tickets-61331992641?aff=ebapi,5/25/2019,3:00 PM,5/25/2019,4:30 PM,"You are warmly invited to join us for the launch of the very first Kettlestitch Press picture Book, 'A Construction of Cranes' by long term",61685804,5899021105,31976163,115,https://www.eventbriteapi.com/v3/events/61331992641/,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F61685804%2F86132497327%2F1%2Foriginal.20190504-044734?h=200&w=450&auto=compress&rect=0%2C13%2C1200%2C600&s=9a7bff62ae6179d423fe30cee18b089b
Junior Ranger Gardens Explorers - Werribee Park,"  Discover the stunning gardens around Werribee Mansion. The majestic gardens feature a colourful ?parterre?, ornamental lake and grotto, glasshouses and expansive lawns.  Follow clues to identify heritage-listed trees and learn about growing succulents ? one of the feature plants of the gardens. Share the joy of gardening and pot up a succulent to feature in your own garden.  This activity is suitable for children aged 6-12, who must be accompanied by a parent or guardian.  Sturdy, closed toe footwear (no thongs or bare feet!), drinking water, hat, sunscreen and appropriate clothing are essential. Activities may be rescheduled, changed or cancelled due to adverse weather or for emergency response.",60565792917,https://www.eventbrite.com.au/e/junior-ranger-gardens-explorers-werribee-park-tickets-60565792917?aff=ebapi,5/25/2019,1:30 PM,5/25/2019,2:30 PM,"  Discover the stunning gardens around Werribee Mansion. The majestic gardens feature a colourful ?parterre?, ornamental lake and grotto, g",60597744,6126411775,9341437,115,https://www.eventbriteapi.com/v3/events/60565792917/,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F60597744%2F7400415811%2F1%2Foriginal.20190418-055214?h=200&w=450&auto=compress&rect=0%2C213%2C2048%2C1024&s=507043bcbe80cf48a523e1abb797851e
Rich Dad Education Workshop Melbourne,"Register today and plan for a life of financial success˜    If you?re looking for ways to secure a brighter financial future, then you owe it to yourself to attend a free Rich Dad Education Workshop coming to Melbourne, 21st - 25th May.  Rich Dad Education is a leader in providing financial education. This concentrated, enlightening workshop will focus on showing attendees ways they can become smarter about money, create additional income, build long-term cash flow, and prepare for a financially secure retirement regardless of their financial condition.  Our workshop is designed to give students both the tools and an action plan that can help them move from a payday-to-payday lifestyle to one of true financial independence.   One of the goals of the workshop is to empower the average person to take control of their financial future by applying the powerful principles Rich Dad Education founder Robert Kiyosaki, outlined in his international bestseller Rich Dad Poor Dad. The free workshop is specifically designed to introduce people to multiple ways they can create additional streams of income for themselves no matter what the overall economy is doing. In addition, this free workshop will also demonstrate how they can change their lives by changing their thinking and why financial knowledge is the ?new money.?  Choose from the following dates and locations:  Tuesday 21st May at 6.30pm˜ -˜Intercontinental Melbourne, 495 Collins Street, Melbourne, Victoria 3000  Wednesday 22nd May at 6.30pm - Melbourne Convention & Exhibition Centre, 1 Convention Centre Place South Wharf, Melbourne, Victoria 3006  Thursday 23rd May at 6.30pm -˜Pullman Melbourne Albert Park, 65 Queens Road, Melbourne, Victoria 3004  Saturday 25th May at 10.30am - Pan Pacific Melbourne South Wharf, 2 Convention Centre Place, South Wharf, Melbourne, Victoria 3006  Register today and start building a brighter financial future for you and your family.  THIS WORKSHOP WILL BE PRESENTED IN ENGLISH  Robert Kiyosaki will not attend this event.˜ Additional Rich Dad Education products and services will be offered for sale.˜  FAQs  Where can I contact the organiser with any questions?  By emailing confirmations@richdadeducation.com or by calling the confirmations team on +44 20 8996 6700  Can I update my registration information?  Yes, by contacting confirmations@richdadeducation.com˜ You are also welcome to bring a guest with you for free!  Do I have to bring my printed ticket to the event?  Yes, please print your ticket to speed up the entry process.˜ However, the registration team will have your name at the reception desk should you misplace it.",61028308313,https://www.eventbrite.co.uk/e/rich-dad-education-workshop-melbourne-tickets-61028308313?aff=ebapi,5/21/2019,6:30 PM,5/21/2019,8:30 PM,"Register today and plan for a life of financial success˜    If you?re looking for ways to secure a brighter financial future, then you owe i",61345958,9784886076,27369855,115,https://www.eventbriteapi.com/v3/events/61028308313/,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F61345958%2F131672473211%2F1%2Foriginal.jpg?h=200&w=450&auto=compress&rect=0%2C20%2C5416%2C2708&s=60ffbddda5056973630906a0551a3bdb
