name__text,description__text,id,url,Start date,Start time,End date,End time,summary,logo_id,organizer_id,venue_id,category_id,resource_uri,logo__url
Money Matters - Strathpine Library,"Learn to recognise the common mistakes madeÿwith money and how to set SMART financialÿgoals and create a healthier financial future. JoinÿMoney Coach Di Krome from Wildfire Coaching toÿdevelop your financial literacy.ÿRegistration essential. More information >>ÿhttps://www.moretonbay.qld.gov.au/libraries/Events    Access for people with disabilities If you have any access requirements in order to participate in this event please notify us so we can contact you to discuss your requirements further:ÿlibraries@moretonbay.qld.gov.au, your local library orÿ3205 0555. ÿ Parent/Guardian supervision Adults are required to stay in the library while children under 12 attend library programs. Young people aged 12 and up can attend library programs unsupervised. ÿ  Photography Permission Council may film, record or photograph events for use in marketing and communications. If you do not wish to be filmed, recorded or photographed please advise staff when you arrive. CheckÿPhotography Permission Terms and Conditionsÿbefore proceeding. ÿ     Library membership is FREE. Support our libraries byÿbecoming a member! Ask at any of our 10 libraries or join online. EVENT TIPS:  Use the Eventbrite app to store your ticket and add a reminder to your calendar.  Cancel your ticket onlineÿorÿcontact usÿif you are unable to attend.  Arrive promptly, with your ticket handy, printed or on your mobile. Allow plenty of time for travel and parking. Find information about our library locations, parking, and access atÿhttps://www.moretonbay.qld.gov.au/libraries/Locations   If you have not arrived by the start of the session, your ticket may be transferred to another attendee.   >>ÿFind more library events and workshops        ",60246916148,https://www.eventbrite.com.au/e/money-matters-strathpine-library-registration-60246916148?aff=ebapi,6/8/2019,11:00 AM,6/8/2019,12:00 PM,Learn to recognise the common mistakes madeÿwith money and how to set SMART financialÿgoals and create a healthier financial future. JoinÿMo,60192535,10771695726,31480126,119,https://www.eventbriteapi.com/v3/events/60246916148/,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F60192535%2F175653860817%2F1%2Foriginal.20190411-065431?h=200&w=450&auto=compress&rect=0%2C0%2C2160%2C1080&s=124d3faa870b9c2fcc854b1ce93d2f72
Gardening in Notting Hill: Companion Planting for Garden Health,"It's that time of again, so bring you your friends, family, learn a little, share a little and enjoy some light refreshments at our FREE Gardening workhops in Notting Hill. Join us as Sustainable Garden's Richard Rowe imparts his knowledge and wisdom regardingÿCompanion gardening. Learn whichÿplants can grow together and assist each, like deter pests, enhance flavour, attract beneficial insects, fix nitrogen, and keep a garden healthy. The event will host the speaker in the first part of the evening, followed by light refreshments and community chat time. Additionally, Bunnings will be providing some Gardening Goody Bags!",59868394981,https://www.eventbrite.com.au/e/gardening-in-notting-hill-companion-planting-for-garden-health-tickets-59868394981?aff=ebapi,6/6/2019,7:00 PM,6/6/2019,8:30 PM,"It's that time of again, so bring you your friends, family, learn a little, share a little and enjoy some light refreshments at our FREE Gar",59673010,15047697672,25811745,119,https://www.eventbriteapi.com/v3/events/59868394981/,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F59673010%2F225628548896%2F1%2Foriginal.20190404-014109?h=200&w=450&auto=compress&rect=0%2C1144%2C2448%2C1224&s=7b028ae31e453f8ef5b231972f4b4fac
Crafternoons For Kids - Big Flower,Put together a beautiful giant rose!Children must be supervised by a parent or guardian at all times.ÿ Suitable for children aged 5-12 years.ÿ Bookings Essential! Darebin Libraries uses Eventbrite for all event bookings. When booking with Eventbrite individuals will be required to provide their name and contact details. Eventbrite?s privacy policy can be found at the Privacy link located at the bottom of this page. Individuals may choose to book directly with Darebin Libraries by contacting the library on telephone 1300 655 355.,59361312283,https://www.eventbrite.com.au/e/crafternoons-for-kids-big-flower-tickets-59361312283?aff=ebapi,6/6/2019,4:00 PM,6/6/2019,5:00 PM,Put together a beautiful giant rose!Children must be supervised by a parent or guardian at all times.ÿ Suitable for children aged 5-12 years,59108484,2046839277,31395111,119,https://www.eventbriteapi.com/v3/events/59361312283/,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F59108484%2F29101596107%2F1%2Foriginal.20190325-234442?h=200&w=450&auto=compress&rect=0%2C0%2C2160%2C1080&s=633b8157ce6ede5c0b00f6d388af7348
Choose Your Own Adventure story writing workshop for kids,"Join the 100 Story Building team as they help you plan, create and write your own Choose Your Own Adventure story. Suitable for ages 10-12. Registration essential.",56958227592,https://www.eventbrite.com.au/e/choose-your-own-adventure-story-writing-workshop-for-kids-tickets-56958227592?aff=ebapi,6/6/2019,4:00 PM,6/6/2019,5:30 PM,"Join the 100 Story Building team as they help you plan, create and write your own Choose Your Own Adventure story. Suitable for ages 10-12.",61224612,3074435448,31852174,119,https://www.eventbriteapi.com/v3/events/56958227592/,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F61224612%2F49100826570%2F1%2Foriginal.20190426-030832?h=200&w=450&auto=compress&rect=0%2C10%2C842%2C421&s=36ca6398d0fc3cd594e1fa371d6927d0
Edible Weeds Walk,"What ifÿmany of the weeds in our garden were just as edible as the vegetables we tend beside them?ÿWhat ifÿsome of these free, all-too-easy-to-grow uninvited guests were so nutritionally dense that they are just about the healthiest things you could possibly eat?ÿWhat ifÿmany of them also had medical traditions dating back centuries? Well it?s all true! And if you know what to choose, they also taste great. Join Adam Grubb, Director of Very Edible Gardens and co-author ofÿThe Weed Forager?s Handbook, for a fascinating walk on the wild side, foraging for edible weeds. Note: Children are most welcome (please register for them too) although they must be accompanied by an adult who takes full responsibility for what they eat - and what they don't - during (and after!) the course. We may see some poisonous plants. This event is part of Whitehorse Sustainable Living Week, see the full program of fantastic free events here.",58770128035,https://www.eventbrite.com.au/e/edible-weeds-walk-tickets-58770128035?aff=ebapi,6/4/2019,10:00 AM,6/4/2019,12:00 PM,"What ifÿmany of the weeds in our garden were just as edible as the vegetables we tend beside them?ÿWhat ifÿsome of these free, all-too-easy-",58460904,6928581933,30832763,119,https://www.eventbriteapi.com/v3/events/58770128035/,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F58460904%2F88417307823%2F1%2Foriginal.20190314-042827?h=200&w=450&auto=compress&rect=0%2C145%2C3000%2C1500&s=4ccb837a4146a3dce924a088df980416
Meet Jenny McNeice. Cryptic Code breaker,"Meet Jenny McNeice - author of Cryptic code-breaker: the universal guide to cryptic crosswords. Jenny will take you through her step-by-step instructions and worksheets, The focus is on understanding cryptic language and the different types of cryptic clues rather than demanding a vast general knowledge or vocabulary. Jenny will then host a follow up cryptic crossword workshop.",59683090731,https://www.eventbrite.com.au/e/meet-jenny-mcneice-cryptic-code-breaker-tickets-59683090731?aff=ebapi,6/4/2019,2:00 PM,6/4/2019,3:30 PM,Meet Jenny McNeice - author of Cryptic code-breaker: the universal guide to cryptic crosswords. Jenny will take you through her step-by-step,59668228,3074435448,31895587,119,https://www.eventbriteapi.com/v3/events/59683090731/,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F59668228%2F49100826570%2F1%2Foriginal.20190403-235432?h=200&w=450&auto=compress&rect=0%2C84%2C1000%2C500&s=98e292d908b7c8b77905bdee95ec22fd
Crafternoons For Kids - Caterpillars Galore,Layer a forest of green leaves for your fuzzy caterpillars to crawl on!Children must be supervised by a parent or guardian at all times.ÿ Suitable for children aged 5-12 years.ÿ Bookings Essential! Darebin Libraries uses Eventbrite for all event bookings. When booking with Eventbrite individuals will be required to provide their name and contact details. Eventbrite?s privacy policy can be found at the Privacy link located at the bottom of this page. Individuals may choose to book directly with Darebin Libraries by contacting the library on telephone 1300 655 355.,59361206968,https://www.eventbrite.com.au/e/crafternoons-for-kids-caterpillars-galore-tickets-59361206968?aff=ebapi,5/30/2019,4:00 PM,5/30/2019,5:00 PM,Layer a forest of green leaves for your fuzzy caterpillars to crawl on!Children must be supervised by a parent or guardian at all times.ÿ Su,59108409,2046839277,31394983,119,https://www.eventbriteapi.com/v3/events/59361206968/,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F59108409%2F29101596107%2F1%2Foriginal.20190325-234442?h=200&w=450&auto=compress&rect=0%2C0%2C2160%2C1080&s=c744f1d9fc56565ea81209182560a1b7
Second-Hand Book Sale,Second-hand books. Small prices. Big value. Don?t miss out! ÿ Darebin Libraries uses Eventbrite for all event bookings. When booking with Eventbrite individuals will be required to provide their name and contact details. Eventbrite?s privacy policy can be found at the Privacy link located at the bottom of this page. Individuals may choose to book directly with Darebin Libraries by contacting the library on 1300 655 355.,59301684936,https://www.eventbrite.com.au/e/second-hand-book-sale-tickets-59301684936?aff=ebapi,5/30/2019,3:30 PM,5/30/2019,5:30 PM,Second-hand books. Small prices. Big value. Don?t miss out! ÿ Darebin Libraries uses Eventbrite for all event bookings. When booking with Ev,59038313,2046839277,10831164,119,https://www.eventbriteapi.com/v3/events/59301684936/,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F59038313%2F29101596107%2F1%2Foriginal.20190313-005352?h=200&w=450&auto=compress&rect=0%2C0%2C2160%2C1080&s=4be850a0bdc38a5afb0585a0f9da4faf
Darebin Repair Cafe #7 Our first birthday!,"  Darebin Repair cafe #7 will be at 220 High St Preston. Our 7th Repair cafe is our first birthday and we are back where we kicked off in May 2018 at The Bridge, Preston.ÿ Bring your item requiring repair to the Darebin Repair Cafe and our community of fixers will repair it. You sit with your personal 'fixer' and explain what is wrong with your item so you can learn how to repair it again in the future. The Moon Rabbit Cafe will be open on the day for your snack and coffee needs for purchasing.  Repair Cafes are a worldwide movement to challenge designÿobsolescenceÿand share fixing skills within our community. Fixing, instead of throwing out and purchasing another item saves resources and keeps skills in our community alive.Repairs on: bicycles, jewellery, shoes,general, glueing, darning, clothes, small machines, toys.  What to do - 1. Book a time slot here on eventbrite. 2. Email us with information on the item including photo and manual if available to ÿtransitiondarebin@gmail.com. 3. Turn up on the day. (come early, so there is time to look over your item)  Note - we may not always be able to repair an item - but best efforts will be made. If you know what parts are needed - please provide them on the day.  Pre-booking is essential as places are limited. People living in the council area of Darebin will be given first priority for tickets.   For more information on the session or if you can provide volunteer assistance on the day - Contact Transitiondarebin@gmail.com  We are kindly supported by the City of Darebin.  For more information on Repair Cafes and the International Repair Cafe Foundation that we are affiliated with - seeÿhttps://repaircafe.org/en/  Repair Cafes are a great way to connect with others in your community and build your skills. We are keen to hear If you would like to register as a fixer or provide some assistance with the many and varied jobs on the day likeÿsetting up, packing up, ushering, tea/coffee, baking, administrative tasks such as registration, weighing, photography, handing out and collection of waiver forms etc.ÿ  Note - by purchasing a ticket, you are agreeing to be added to Transition Darebin's mailing list where we will send you occasional emails on upcoming events and items of interest happening within the council area of Darebin and surrounds. ",60858338930,https://www.eventbrite.com.au/e/darebin-repair-cafe-7-our-first-birthday-tickets-60858338930?aff=ebapi,5/26/2019,10:00 AM,5/26/2019,1:00 PM,  Darebin Repair cafe #7 will be at 220 High St Preston. Our 7th Repair cafe is our first birthday and we are back where we kicked off in Ma,61282708,13975254756,27672886,119,https://www.eventbriteapi.com/v3/events/60858338930/,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F61282708%2F214109041879%2F1%2Foriginal.20190427-031251?h=200&w=450&auto=compress&rect=0%2C23%2C472%2C236&s=84ea274d2e104f7e557b19c2566a70e8
Vertical Tasting of Jasper Hill ?????????,Vertical Tasting of Jasper Hill ?????????,60445081867,https://www.eventbrite.com.au/e/vertical-tasting-of-jasper-hill-registration-60445081867?aff=ebapi,5/25/2019,2:30 PM,5/25/2019,4:00 PM,Vertical Tasting of Jasper Hill ?????????,60434925,10963255322,31563546,119,https://www.eventbriteapi.com/v3/events/60445081867/,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F60434925%2F141433451093%2F1%2Foriginal.20190416-005252?h=200&w=450&auto=compress&rect=0%2C76%2C826%2C413&s=5fa363b6fbb4eb4e6f1f80cc6048209b
Olives to Oil Harvesting Party - Hawthorn,"Olives to Oil is an annual celebration that brings communities together in the name of sustainable olive oil. People come together to harvest unwanted olives from Melbourne backyards and street trees to be pressed into local olive oil to take home for free. Come along to this event either to drop off some olives you've already picked on the 25th May, or to join our ""harvsting party"". We'll send you out with a map and harvesting equipment to go and pick local olive trees. The olives you pick will be pressed into olive oil which is free for you to collect the following weekend - imagine - your own Hawthorn Olive Oil! Please arrive prompty at 2pm so you can receive your map and harvesting equipment. Wear walking shoes and dress for the weather.  If you have an olive tree in mind and just want to drop off your olives - head toÿhttps://3000acres.org/olives-to-oil-2019/ÿto learn more or email us at hello@3000acres.org.",60294974893,https://www.eventbrite.com.au/e/olives-to-oil-harvesting-party-hawthorn-tickets-60294974893?aff=ebapi,5/25/2019,2:00 PM,5/25/2019,4:30 PM,Olives to Oil is an annual celebration that brings communities together in the name of sustainable olive oil. People come together to harves,60259591,20007488870,31502491,119,https://www.eventbriteapi.com/v3/events/60294974893/,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F60259591%2F110643205609%2F1%2Foriginal.20190412-042748?h=200&w=450&auto=compress&rect=0%2C117%2C5184%2C2592&s=dea63ac968faa650dc7cda98277f2398
Olives to Oil Harvesting Party - Ashburton,"Olives to Oil is an annual celebration that brings communities together in the name of sustainable olive oil. People come together to harvest unwanted olives from Melbourne backyards and street trees to be pressed into local olive oil to take home for free. Come along to this event either to drop off some olives you've already picked on the 25th May, or to join our ""harvsting party"". We'll send you out with a map and harvesting equipment to go and pick local olive trees. The olives you pick will be pressed into olive oil which is free for you to collect the following weekend - imagine - your own Ashburton Olive Oil! Please arrive prompty at 10am so you can receive your map and harvesting equipment. Wear walking shoes and dress for the weather.  If you have an olive tree in mind and just want to drop off your olives - head toÿhttps://3000acres.org/olives-to-oil-2019/ÿto learn more or email us at hello@3000acres.org.",60294984923,https://www.eventbrite.com.au/e/olives-to-oil-harvesting-party-ashburton-tickets-60294984923?aff=ebapi,5/25/2019,10:00 AM,5/25/2019,12:30 PM,Olives to Oil is an annual celebration that brings communities together in the name of sustainable olive oil. People come together to harves,60259619,20007488870,31502756,119,https://www.eventbriteapi.com/v3/events/60294984923/,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F60259619%2F110643205609%2F1%2Foriginal.20190412-042748?h=200&w=450&auto=compress&rect=0%2C117%2C5184%2C2592&s=33e0f2ea0ecd0e17ad895234d08ce8dc
Composting to improve your soil - Glenroy Library,"Composting your own kitchen leftovers and garden scraps is so much more than just recycling your organic waste.Understand what is really going on in the compost heap and worm farm. Tash van Velzen, horticulturalist and environmental educator, is passionate about soil circles. Feed your soil and the soil will feed you. Registration not essential.    ",57674355550,https://www.eventbrite.com.au/e/composting-to-improve-your-soil-glenroy-library-registration-57674355550?aff=ebapi,5/23/2019,7:30 PM,5/23/2019,9:00 PM,Composting your own kitchen leftovers and garden scraps is so much more than just recycling your organic waste.Understand what is really goi,58720256,368932576,22544600,119,https://www.eventbriteapi.com/v3/events/57674355550/,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F58720256%2F2947365139%2F1%2Foriginal.20190319-052839?h=200&w=450&auto=compress&rect=0%2C0%2C2160%2C1080&s=625fcf250c6c5901fce320db04467ae3
Crafternoons For Kids - Straw Bouquets,Turn colourful straws and paper into a pot of flowers!Children must be supervised by a parent or guardian at all times.ÿ Suitable for children aged 5-12 years.ÿ Bookings Essential! Darebin Libraries uses Eventbrite for all event bookings. When booking with Eventbrite individuals will be required to provide their name and contact details. Eventbrite?s privacy policy can be found at the Privacy link located at the bottom of this page. Individuals may choose to book directly with Darebin Libraries by contacting the library on telephone 1300 655 355.,59361165845,https://www.eventbrite.com.au/e/crafternoons-for-kids-straw-bouquets-tickets-59361165845?aff=ebapi,5/23/2019,4:00 PM,5/23/2019,5:00 PM,Turn colourful straws and paper into a pot of flowers!Children must be supervised by a parent or guardian at all times.ÿ Suitable for childr,59108327,2046839277,31394988,119,https://www.eventbriteapi.com/v3/events/59361165845/,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F59108327%2F29101596107%2F1%2Foriginal.20190325-234442?h=200&w=450&auto=compress&rect=0%2C0%2C2160%2C1080&s=2e46855cf536e6df55cd4f9e89df0b31
